,0,1,2,3,4
3318,1.0,0.0,0.0,0.0,0.0
3319,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3320,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3321,1.0,0.0,0.0,0.0,0.0
3322,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3323,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3324,1.0,0.0,0.0,0.0,0.0
3325,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3326,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3327,1.0,0.0,0.0,0.0,0.0
3328,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3329,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3330,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3331,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3332,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3333,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3334,1.0,0.0,0.0,0.0,0.0
3335,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3336,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3337,1.0,0.0,0.0,0.0,0.0
3338,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3339,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3340,1.0,0.0,0.0,0.0,0.0
3341,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3342,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3343,1.0,0.0,0.0,0.0,0.0
3344,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3345,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3346,1.0,0.0,0.0,0.0,0.0
3347,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3348,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3349,1.0,0.0,0.0,0.0,0.0
3350,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3351,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3352,1.0,0.0,0.0,0.0,0.0
3353,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3354,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3355,1.0,0.0,0.0,0.0,0.0
3356,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3357,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3358,1.0,0.0,0.0,0.0,0.0
3359,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3360,1.0,0.0,0.0,0.0,0.0
3361,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3362,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3363,1.0,0.0,0.0,0.0,0.0
3364,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3365,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3366,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3367,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3368,1.0,0.0,0.0,0.0,0.0
3369,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3370,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3371,1.0,0.0,0.0,0.0,0.0
3372,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3373,1.0,0.0,0.0,0.0,0.0
3374,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3375,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3376,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3377,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3378,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3379,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3380,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3381,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3382,1.0,0.0,0.0,0.0,0.0
3383,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3384,1.0,0.0,0.0,0.0,0.0
3385,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3386,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3387,1.0,0.0,0.0,0.0,0.0
3388,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3389,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3390,1.0,0.0,0.0,0.0,0.0
3391,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3392,1.0,0.0,0.0,0.0,0.0
3393,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3394,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3395,1.0,0.0,0.0,0.0,0.0
3396,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3397,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3398,1.0,0.0,0.0,0.0,0.0
3399,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3400,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3401,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3402,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3403,1.0,0.0,0.0,0.0,0.0
3404,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3405,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3406,1.0,0.0,0.0,0.0,0.0
3407,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3408,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3409,1.0,0.0,0.0,0.0,0.0
3410,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3411,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3412,1.0,0.0,0.0,0.0,0.0
3413,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3414,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3415,1.0,0.0,0.0,0.0,0.0
3416,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3417,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3418,1.0,0.0,0.0,0.0,0.0
3419,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3420,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3421,1.0,0.0,0.0,0.0,0.0
3422,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3423,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3424,1.0,0.0,0.0,0.0,0.0
3425,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3426,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3427,1.0,0.0,0.0,0.0,0.0
3428,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3429,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3430,1.0,0.0,0.0,0.0,0.0
3431,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3432,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3433,1.0,0.0,0.0,0.0,0.0
3434,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3435,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3436,1.0,0.0,0.0,0.0,0.0
3437,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3438,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3439,1.0,0.0,0.0,0.0,0.0
3440,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3441,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3442,1.0,0.0,0.0,0.0,0.0
3443,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3444,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3445,1.0,0.0,0.0,0.0,0.0
3446,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3447,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3448,1.0,0.0,0.0,0.0,0.0
3449,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3450,1.0,0.0,0.0,0.0,0.0
3451,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3452,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3453,1.0,0.0,0.0,0.0,0.0
3454,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3455,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3456,1.0,0.0,0.0,0.0,0.0
3457,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3458,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3459,1.0,0.0,0.0,0.0,0.0
3460,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3461,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3462,1.0,0.0,0.0,0.0,0.0
3463,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3464,1.0,0.0,0.0,0.0,0.0
3465,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3466,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3467,1.0,0.0,0.0,0.0,0.0
3468,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3469,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3470,1.0,0.0,0.0,0.0,0.0
3471,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3472,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3473,1.0,0.0,0.0,0.0,0.0
3474,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3475,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3476,1.0,0.0,0.0,0.0,0.0
3477,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3478,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3479,1.0,0.0,0.0,0.0,0.0
3480,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3481,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3482,1.0,0.0,0.0,0.0,0.0
3483,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3484,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3485,1.0,0.0,0.0,0.0,0.0
3486,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3487,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3488,1.0,0.0,0.0,0.0,0.0
3489,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3490,1.0,0.0,0.0,0.0,0.0
3491,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3492,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3493,1.0,0.0,0.0,0.0,0.0
3494,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3495,1.0,0.0,0.0,0.0,0.0
3496,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3497,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3498,1.0,0.0,0.0,0.0,0.0
3499,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3500,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3501,1.0,0.0,0.0,0.0,0.0
3502,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3503,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3504,1.0,0.0,0.0,0.0,0.0
3505,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3506,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3507,1.0,0.0,0.0,0.0,0.0
3508,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3509,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3510,1.0,0.0,0.0,0.0,0.0
3511,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3512,1.0,0.0,0.0,0.0,0.0
3513,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3514,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3515,1.0,0.0,0.0,0.0,0.0
3516,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3517,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3518,1.0,0.0,0.0,0.0,0.0
3519,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3520,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3521,1.0,0.0,0.0,0.0,0.0
3522,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3523,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3524,1.0,0.0,0.0,0.0,0.0
3525,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3526,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3527,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3528,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3529,1.0,0.0,0.0,0.0,0.0
3530,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3531,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3532,1.0,0.0,0.0,0.0,0.0
3533,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3534,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3535,1.0,0.0,0.0,0.0,0.0
3536,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3537,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3538,1.0,0.0,0.0,0.0,0.0
3539,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3540,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3541,1.0,0.0,0.0,0.0,0.0
3542,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3543,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3544,1.0,0.0,0.0,0.0,0.0
3545,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3546,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3547,1.0,0.0,0.0,0.0,0.0
3548,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3549,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3550,1.0,0.0,0.0,0.0,0.0
3551,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3552,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3553,1.0,0.0,0.0,0.0,0.0
3554,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3555,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3556,1.0,0.0,0.0,0.0,0.0
3557,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3558,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3559,1.0,0.0,0.0,0.0,0.0
3560,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3561,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3562,1.0,0.0,0.0,0.0,0.0
3563,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3564,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3565,1.0,0.0,0.0,0.0,0.0
3566,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3567,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3568,1.0,0.0,0.0,0.0,0.0
3569,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3570,1.0,0.0,0.0,0.0,0.0
3571,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3572,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3573,1.0,0.0,0.0,0.0,0.0
3574,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3575,1.0,0.0,0.0,0.0,0.0
3576,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3577,1.0,0.0,0.0,0.0,0.0
3578,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3579,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3580,1.0,0.0,0.0,0.0,0.0
3581,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3582,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3583,1.0,0.0,0.0,0.0,0.0
3584,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3585,1.0,0.0,0.0,0.0,0.0
3586,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3587,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3588,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3589,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3590,1.0,0.0,0.0,0.0,0.0
3591,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3592,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3593,1.0,0.0,0.0,0.0,0.0
3594,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3595,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3596,1.0,0.0,0.0,0.0,0.0
3597,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3598,1.0,0.0,0.0,0.0,0.0
3599,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3600,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3601,1.0,0.0,0.0,0.0,0.0
3602,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3603,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3604,1.0,0.0,0.0,0.0,0.0
3605,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3606,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3607,1.0,0.0,0.0,0.0,0.0
3608,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3609,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3610,1.0,0.0,0.0,0.0,0.0
3611,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3612,1.0,0.0,0.0,0.0,0.0
3613,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3614,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3615,1.0,0.0,0.0,0.0,0.0
3616,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3617,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3618,1.0,0.0,0.0,0.0,0.0
3619,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3620,1.0,0.0,0.0,0.0,0.0
3621,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3622,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3623,1.0,0.0,0.0,0.0,0.0
3624,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3625,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3626,1.0,0.0,0.0,0.0,0.0
3627,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3628,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3629,1.0,0.0,0.0,0.0,0.0
3630,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3631,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3632,1.0,0.0,0.0,0.0,0.0
3633,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3634,1.0,0.0,0.0,0.0,0.0
3635,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3636,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3637,1.0,0.0,0.0,0.0,0.0
3638,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3639,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3640,1.0,0.0,0.0,0.0,0.0
3641,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3642,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3643,1.0,0.0,0.0,0.0,0.0
3644,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3645,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3646,1.0,0.0,0.0,0.0,0.0
3647,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3648,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3649,1.0,0.0,0.0,0.0,0.0
3650,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3651,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3652,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3653,1.0,0.0,0.0,0.0,0.0
3654,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3655,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3656,1.0,0.0,0.0,0.0,0.0
3657,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3658,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3659,1.0,0.0,0.0,0.0,0.0
3660,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3661,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3662,1.0,0.0,0.0,0.0,0.0
3663,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3664,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3665,1.0,0.0,0.0,0.0,0.0
3666,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3667,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3668,1.0,0.0,0.0,0.0,0.0
3669,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3670,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3671,1.0,0.0,0.0,0.0,0.0
3672,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3673,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3674,1.0,0.0,0.0,0.0,0.0
3675,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3676,1.0,0.0,0.0,0.0,0.0
3677,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3678,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3679,1.0,0.0,0.0,0.0,0.0
3680,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3681,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3682,1.0,0.0,0.0,0.0,0.0
3683,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3684,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3685,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3686,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3687,1.0,0.0,0.0,0.0,0.0
3688,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3689,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3690,1.0,0.0,0.0,0.0,0.0
3691,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3692,1.0,0.0,0.0,0.0,0.0
3693,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3694,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3695,1.0,0.0,0.0,0.0,0.0
3696,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3697,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3698,1.0,0.0,0.0,0.0,0.0
3699,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3700,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3701,1.0,0.0,0.0,0.0,0.0
3702,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3703,1.0,0.0,0.0,0.0,0.0
3704,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3705,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3706,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3707,1.0,0.0,0.0,0.0,0.0
3708,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3709,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3710,1.0,0.0,0.0,0.0,0.0
3711,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3712,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3713,1.0,0.0,0.0,0.0,0.0
3714,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3715,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3716,1.0,0.0,0.0,0.0,0.0
3717,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3718,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3719,1.0,0.0,0.0,0.0,0.0
3720,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3721,1.0,0.0,0.0,0.0,0.0
3722,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3723,1.0,0.0,0.0,0.0,0.0
3724,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3725,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3726,1.0,0.0,0.0,0.0,0.0
3727,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3728,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3729,1.0,0.0,0.0,0.0,0.0
3730,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3731,1.0,0.0,0.0,0.0,0.0
3732,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3733,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3734,1.0,0.0,0.0,0.0,0.0
3735,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3736,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3737,1.0,0.0,0.0,0.0,0.0
3738,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3739,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3740,1.0,0.0,0.0,0.0,0.0
3741,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3742,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3743,1.0,0.0,0.0,0.0,0.0
3744,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3745,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3746,1.0,0.0,0.0,0.0,0.0
3747,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3748,1.0,0.0,0.0,0.0,0.0
3749,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3750,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3751,1.0,0.0,0.0,0.0,0.0
3752,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3753,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3754,1.0,0.0,0.0,0.0,0.0
3755,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3756,1.0,0.0,0.0,0.0,0.0
3757,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3758,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3759,1.0,0.0,0.0,0.0,0.0
3760,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3761,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3762,1.0,0.0,0.0,0.0,0.0
3763,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3764,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3765,1.0,0.0,0.0,0.0,0.0
3766,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3767,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3768,1.0,0.0,0.0,0.0,0.0
3769,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3770,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3771,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3772,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3773,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3774,1.0,0.0,0.0,0.0,0.0
3775,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3776,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3777,1.0,0.0,0.0,0.0,0.0
3778,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3779,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3780,1.0,0.0,0.0,0.0,0.0
3781,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3782,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3783,1.0,0.0,0.0,0.0,0.0
3784,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3785,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3786,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3787,0.0,0.11734693877551021,0.0,0.8826530612244898,0.0
3788,1.0,0.0,0.0,0.0,0.0
