,0,1
0,0.0,1.0
1,0.0,1.0
2,0.0,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,1.0,0.0
9,1.0,0.0
10,1.0,0.0
11,0.0,1.0
12,1.0,0.0
13,1.0,0.0
14,1.0,0.0
15,1.0,0.0
16,1.0,0.0
17,1.0,0.0
18,1.0,0.0
19,1.0,0.0
20,1.0,0.0
21,1.0,0.0
22,1.0,0.0
23,1.0,0.0
24,1.0,0.0
25,1.0,0.0
26,1.0,0.0
27,0.0,1.0
28,1.0,0.0
29,1.0,0.0
30,1.0,0.0
31,1.0,0.0
32,1.0,0.0
33,0.0,1.0
34,1.0,0.0
35,1.0,0.0
36,1.0,0.0
37,0.0,1.0
38,1.0,0.0
39,1.0,0.0
40,1.0,0.0
41,1.0,0.0
42,1.0,0.0
43,0.0,1.0
44,0.0,1.0
45,1.0,0.0
46,1.0,0.0
47,1.0,0.0
48,1.0,0.0
49,1.0,0.0
50,1.0,0.0
51,1.0,0.0
52,1.0,0.0
53,1.0,0.0
54,1.0,0.0
55,0.46296296296296297,0.5370370370370371
56,0.46296296296296297,0.5370370370370371
57,0.46296296296296297,0.5370370370370371
58,0.46296296296296297,0.5370370370370371
59,0.0,1.0
60,0.0,1.0
61,0.46296296296296297,0.5370370370370371
62,0.46296296296296297,0.5370370370370371
63,0.46296296296296297,0.5370370370370371
64,0.0,1.0
65,0.46296296296296297,0.5370370370370371
66,0.46296296296296297,0.5370370370370371
67,0.46296296296296297,0.5370370370370371
68,0.46296296296296297,0.5370370370370371
69,0.46296296296296297,0.5370370370370371
70,0.0,1.0
71,0.46296296296296297,0.5370370370370371
72,0.0,1.0
73,0.46296296296296297,0.5370370370370371
74,0.46296296296296297,0.5370370370370371
75,0.46296296296296297,0.5370370370370371
76,0.0,1.0
77,0.0,1.0
78,0.46296296296296297,0.5370370370370371
79,0.46296296296296297,0.5370370370370371
80,0.0,1.0
81,0.0,1.0
82,0.0,1.0
